City Name,City ID,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature (F),Wind Speed
Grand Gaube,934479,20,MU,1559174427,64,-20.01,57.66,73.4,14.99
Ifanadiana,1064366,17,MG,1559174427,97,-21.3,47.64,58.74,2.84
Katsuura,1865309,20,JP,1559174427,55,33.93,134.5,68.0,5.82
Ixtapa,4004293,75,MX,1559174427,65,20.71,-105.21,80.6,12.75
Nanortalik,3421765,0,GL,1559174427,74,60.14,-45.24,38.61,3.78
Wukari,2318921,100,NG,1559174428,85,7.87,9.78,77.35,10.65
Kamenka,553725,4,RU,1559174428,67,53.19,44.05,68.0,3.6
Marfino,503977,0,RU,1559174428,60,56.07,37.56,70.0,6.71
Jizan,105299,20,SA,1559174428,63,16.89,42.56,93.2,4.7
Dunedin,2191562,7,NZ,1559174299,68,-45.87,170.5,57.0,4.0
Coruripe,3465329,1,BR,1559174429,96,-10.12,-36.18,72.31,5.01
Fare,4034496,4,PF,1559174429,73,-16.7,-151.02,81.17,9.17
Lensk,2020838,100,RU,1559174429,91,60.71,114.91,40.58,1.99
Praia da Vitoria,3372760,20,PT,1559174429,77,38.73,-27.07,68.0,12.3
Tabou,2281120,100,CI,1559174429,96,4.42,-7.36,75.69,4.18
Ladario,2732265,0,PT,1559174430,49,40.7,-7.74,69.01,3.0
Betulia,3688840,75,CO,1559174430,73,6.11,-75.98,73.4,23.04
Port Macquarie,2152659,10,AU,1559174430,43,-31.43,152.91,62.01,10.29
Bonavista,5905393,4,CA,1559174430,88,48.65,-53.11,37.99,9.93
Broken Hill,2173911,0,AU,1559173838,81,-31.97,141.45,42.8,12.75
Santa Maria,3450083,0,BR,1559174432,87,-29.69,-53.81,60.8,3.36
Longyearbyen,2729907,75,NO,1559174432,81,78.22,15.63,32.0,24.16
Fasa,134721,0,IR,1559174433,42,28.94,53.65,66.2,4.7
Lashio,1314759,69,MM,1559174433,58,22.93,97.75,76.58,0.13
Lakes Entrance,2160735,4,AU,1559174433,68,-37.88,147.99,52.0,4.0
Karratha,6620339,12,AU,1559174433,25,-20.74,116.85,74.38,22.64
Ancud,3899695,20,CL,1559174433,81,-41.87,-73.83,44.6,2.24
Isangel,2136825,75,VU,1559174434,65,-19.55,169.27,82.4,8.72
Chiang Klang,1611195,75,TH,1559174434,100,19.29,100.86,77.0,2.24
Zabaykalsk,2012780,98,CN,1559174434,73,49.64,117.33,44.37,15.59
Sinnamary,3380290,79,GF,1559174434,82,5.38,-52.96,80.84,16.8
Puerto Cabezas,3617154,75,NI,1559174434,89,14.04,-83.39,84.2,6.93
Naples,4165565,40,US,1559174400,74,26.14,-81.79,88.0,11.41
Mathathane,933383,0,BW,1559174435,73,-22.27,28.75,57.14,6.49
Paita,3694112,100,PE,1559174435,90,-5.09,-81.11,67.95,16.84
Yeysk,466885,0,RU,1559174435,74,46.71,38.27,66.69,12.41
Tongchuan,7064006,0,CN,1559174435,87,34.9,108.95,60.8,4.47
Wheeling,5280854,90,US,1559174436,88,40.06,-80.72,73.4,5.82
Parkes,2153778,0,AU,1559174436,80,-33.14,148.18,44.01,1.99
Gayny,561698,27,RU,1559174436,93,60.3,54.33,49.13,2.1
Gao,2457163,0,ML,1559174436,10,16.28,-0.04,98.21,7.09
Bethel,5880568,75,US,1559174417,44,60.79,-161.76,60.8,17.22
Gat,2249901,13,SN,1559174437,73,14.69,-16.54,73.4,19.46
Jenison,4997500,1,US,1559174421,72,42.91,-85.79,66.2,9.17
Humaita,3838233,90,AR,1559174437,87,-24.93,-65.37,57.2,4.7
Sobolevo,525426,93,RU,1559173850,95,54.43,31.9,59.12,3.4
Souillac,3026644,0,FR,1559174438,82,45.6,-0.6,59.0,4.7
Okhotsk,2122605,100,RU,1559174438,86,59.36,143.24,44.97,5.53
Joshimath,1268814,0,IN,1559174438,20,30.57,79.57,49.6,8.03
Guamuchil,4005297,0,MX,1559174217,52,25.47,-108.1,88.0,1.99
Bambanglipuro,1650434,69,ID,1559174438,81,-7.95,110.28,80.65,16.02
Sioni,615844,0,GE,1559174439,77,41.99,45.02,60.8,6.93
Natchitoches,4334720,1,US,1559174427,45,31.76,-93.09,88.0,11.41
Chambas,3564394,40,CU,1559174439,74,22.19,-78.91,84.2,12.75
Aswan,359792,0,EG,1559174439,11,24.09,32.9,89.6,3.36
Aykhal,2027296,75,RU,1559174439,75,65.95,111.51,44.6,6.71
Bereda,3105522,0,ES,1559174440,82,43.27,-7.54,59.0,1.12
Alexandria,4314550,1,US,1559174435,51,31.31,-92.44,88.0,12.75
Pedasi,3703239,100,PA,1559174440,83,7.53,-80.03,77.6,4.56
Dingle,1714733,49,PH,1559174440,62,11.0,122.67,86.64,7.23
Shakiso,328716,100,ET,1559174441,99,5.77,38.9,56.04,2.51
Auki,2339937,100,NG,1559174441,56,12.18,6.51,85.92,15.26
Dicabisagan,1715015,99,PH,1559174441,78,17.08,122.42,81.42,1.48
Nuuk,3421319,2,GL,1559174441,86,64.17,-51.74,37.4,8.05
Haikou,1809078,0,CN,1559174441,94,20.04,110.34,77.0,2.24
Noumea,2139521,90,NC,1559174409,57,-22.28,166.46,77.0,4.7
Ankang,1789065,57,CN,1559174442,72,32.73,108.99,63.08,2.73
Las Tunas,3550598,75,CU,1559174442,74,20.96,-76.96,82.4,5.82
Bubaque,2374583,33,GW,1559174442,73,11.28,-15.83,79.93,18.75
Fukuma,1863978,0,JP,1559174443,53,33.77,130.47,78.01,14.99
Swellendam,950709,94,ZA,1559174443,93,-34.02,20.44,53.6,3.4
Sosua,3492627,75,DO,1559174443,83,19.77,-70.52,80.6,9.17
Guacui,3462022,10,BR,1559174443,85,-20.78,-41.68,71.07,3.67
Burglengenfeld,2941190,90,DE,1559174444,100,49.21,12.04,51.01,2.8
Tankhoy,2015576,35,RU,1559174444,37,51.55,105.12,41.0,2.19
Port Hedland,2063042,0,AU,1559174444,33,-20.31,118.58,71.6,14.99
Mackay,5921525,5,CA,1559174444,17,53.65,-115.58,82.4,13.87
Jalapa,3595237,99,GT,1559174444,94,14.63,-89.98,66.3,5.35
Luganville,2136150,75,VU,1559174445,74,-15.51,167.18,84.2,10.29
San Patricio,3437029,46,PY,1559174445,95,-26.98,-56.83,63.26,1.1
Cockburn Town,3576994,100,TC,1559174445,77,21.46,-71.14,80.29,11.12
Hecun,1808749,20,CN,1559174445,51,29.94,119.31,67.95,2.48
Inhambane,1045114,0,MZ,1559174446,97,-23.87,35.38,62.03,5.14
Sechura,3691954,100,PE,1559174446,84,-5.56,-80.82,68.85,14.81
Havoysund,779622,100,NO,1559174446,87,71.0,24.66,44.6,31.09
Hami,1529484,92,CN,1559174446,15,42.84,93.51,67.72,3.44
Vallenar,3868633,34,CL,1559174446,63,-28.58,-70.76,56.7,3.09
Halifax,6324729,90,CA,1559174378,93,44.65,-63.58,46.99,11.41
Camopi,3382226,99,GF,1559174447,99,3.17,-52.33,73.95,3.09
Ak-Dovurak,1512064,0,RU,1559174447,41,51.17,90.6,50.5,0.74
Coihaique,3894426,0,CL,1559174447,79,-45.58,-72.07,32.0,5.68
Alpharetta,4179574,1,US,1559174447,42,34.07,-84.27,93.2,7.85
Miyako,1848087,0,JP,1559174448,53,33.63,130.94,73.99,14.99
Marawi,1701054,66,PH,1559174448,79,8.0,124.29,81.0,1.99
Sitka,4267710,71,US,1559174448,56,37.17,-99.65,66.99,5.99
Thap Than,1150210,100,TH,1559174448,77,15.46,99.89,78.99,3.53
Rio Branco,3662574,20,BR,1559174449,88,-9.98,-67.82,80.6,2.01
Sao Joao da Barra,3448903,0,BR,1559174449,83,-21.64,-41.05,75.2,6.93
Hanstholm,2620786,86,DK,1559174449,76,57.12,8.61,48.99,1.01
Srednekolymsk,2121025,92,RU,1559174449,31,67.46,153.71,61.66,16.96
Maniitsoq,3421982,0,GL,1559174449,60,65.42,-52.9,43.55,8.7
Mizan Teferi,330534,98,ET,1559174450,90,6.99,35.58,63.38,3.13
Nampula,1033356,40,MZ,1559174159,82,-15.12,39.26,68.0,9.17
Natal,3394023,75,BR,1559174430,94,-5.81,-35.21,77.0,10.29
Honningsvag,779554,100,NO,1559174451,87,70.98,25.97,41.42,28.63
Tongling,1792622,99,CN,1559174451,70,30.93,117.81,66.8,2.21
Kyrylivka,696280,3,UA,1559174451,83,47.32,37.67,61.1,7.43
Dullewala,1179496,4,PK,1559174451,16,31.84,71.44,93.21,4.81
Anloga,2304548,20,GH,1559174451,83,5.79,0.9,80.6,4.7
Champerico,3530097,75,MX,1559174452,41,16.38,-93.6,93.2,6.93
Obo,236950,98,CF,1559174452,79,5.39,26.49,72.65,3.58
Bako,2330100,100,NG,1559174452,77,9.68,6.4,79.98,5.08
Mudanya,741487,0,TR,1559174452,87,40.38,28.88,70.0,1.12
Zhanaozen,607610,60,KZ,1559174452,65,43.35,52.85,67.34,7.31
Mulege,3995236,0,MX,1559174453,55,26.88,-111.98,75.8,12.33
Horki,627905,97,BY,1559174453,98,54.29,30.98,58.58,6.4
De-Kastri,2126018,100,RU,1559174453,86,51.48,140.77,49.45,5.61
Teacapan,3982287,0,MX,1559174453,82,22.54,-105.74,80.09,13.67
Broome,2656067,100,GB,1559174453,100,52.47,1.45,57.99,10.29
Port-Gentil,2396518,40,GA,1559174454,94,-0.72,8.78,77.0,11.41
San Cristobal,3652462,40,EC,1559174454,77,-0.39,-78.55,60.8,11.41
Aparecida,3471949,75,BR,1559174292,83,-22.85,-45.23,69.8,11.41
Kamina,214614,77,CD,1559174454,73,-8.74,25.0,65.29,5.01
Traverse City,5012495,20,US,1559174256,46,44.76,-85.62,69.8,8.05
Velingara,2412992,37,SN,1559174455,54,13.64,-16.01,78.32,13.62
Egvekinot,4031742,100,RU,1559174455,98,66.32,-179.17,33.94,3.18
Shingu,1847947,0,JP,1559174455,56,33.72,135.99,69.8,3.36
Dalbandin,1180729,20,PK,1559174455,17,28.9,64.41,83.29,9.98
Yar-Sale,1486321,97,RU,1559174455,86,66.83,70.83,30.06,21.16
Namangan,1513157,98,UZ,1559174456,32,41.0,71.67,68.0,9.17
Qaqortoq,3420846,5,GL,1559174456,20,60.72,-46.03,53.6,16.11
Svetlaya,2015852,57,RU,1559174456,50,46.54,138.33,58.41,6.76
Brae,2654970,24,GB,1559174456,67,60.4,-1.35,41.0,5.82
Provost,6113828,17,CA,1559174457,24,52.35,-110.26,78.5,10.8
Russkaya Polyana,1493423,36,RU,1559174457,81,53.78,73.88,57.01,10.67
Balabac,1728675,84,PH,1559174457,75,7.99,117.06,85.65,13.24
Yerbogachen,2012956,0,RU,1559174457,52,61.28,108.01,51.32,1.7
Asbestos,5887470,90,CA,1559174457,62,45.78,-71.93,60.01,6.93
Pingliang,1798760,100,CN,1559174458,50,35.54,106.68,56.94,13.65
Okha,2122614,100,RU,1559174458,98,53.59,142.95,34.35,7.58
Havre-Saint-Pierre,5972291,90,CA,1559174458,66,50.23,-63.6,48.2,10.29
Gimli,5961417,65,CA,1559174458,23,50.63,-96.99,77.0,7.34
Bagdarin,2027244,81,RU,1559174458,40,54.44,113.59,45.11,4.47
Van,298117,0,TR,1559174459,62,38.51,43.37,54.0,3.36
Salalah,286621,40,OM,1559174459,79,17.01,54.1,86.0,6.93
Taywarah,1122464,0,AF,1559174459,32,33.35,64.42,59.1,8.34
Matehuala,3996387,54,MX,1559174459,24,23.65,-100.64,82.61,2.48
Marshall,4243951,75,US,1559174460,69,39.39,-87.69,79.0,9.17
Mercedes,3441684,100,UY,1559174460,72,-33.25,-58.03,58.06,15.86
Caraquet,6942803,1,CA,1559174401,44,47.79,-64.94,60.8,11.41
Zhezkazgan,1516589,75,KZ,1559174460,44,47.8,67.71,59.0,8.95
Songjianghe,2034691,95,CN,1559174460,36,42.18,127.48,66.62,16.11
Husavik,5961417,42,CA,1559174461,23,50.56,-96.99,77.0,8.75
Vanavara,2013727,97,RU,1559174461,79,60.35,102.28,49.49,5.06
Zalantun,2033225,100,CN,1559174461,90,48.0,122.72,46.05,9.04
Tura,1254046,2,IN,1559174461,86,25.52,90.21,77.91,7.31
Walvis Bay,3359638,0,NA,1559174461,93,-22.95,14.51,53.6,4.7
Paamiut,3421193,3,GL,1559174462,92,61.99,-49.67,35.09,15.5
Amapa,3603330,90,HN,1559174462,78,15.09,-87.97,80.6,11.41
Espumoso,3463916,64,BR,1559174462,92,-28.73,-52.85,55.3,7.2
Alofi,4036284,75,NU,1559174410,74,-19.06,-169.92,80.6,11.41
Nelson Bay,2155562,0,AU,1559174462,46,-32.72,152.14,55.0,23.04
Acapulco,3533462,75,MX,1559174462,74,16.86,-99.88,86.0,8.05
Malindi,187968,43,KE,1559174463,85,-3.22,40.12,75.77,7.27
Roald,3141667,100,NO,1559174463,86,62.58,6.12,42.8,8.05
Mana,789988,0,RS,1559174463,93,43.52,20.24,57.2,2.24
Pliska,728199,0,BG,1559174463,82,43.36,27.12,64.4,3.36
Byron Bay,2172880,0,AU,1559174236,42,-28.65,153.62,68.0,5.82
Isaka,2311968,100,CD,1559174464,90,-2.81,17.72,75.12,2.48
Quelimane,1028434,0,MZ,1559174464,93,-17.88,36.89,61.85,3.76
La Rioja,3848950,11,AR,1559174464,93,-29.41,-66.86,45.87,4.7
Iracoubo,3381428,77,GF,1559174465,88,5.48,-53.21,78.0,7.74
Codrington,2160063,0,AU,1559174465,54,-28.95,153.24,64.4,6.93
Kyshtovka,1501000,100,RU,1559174465,84,56.56,76.62,52.8,12.1
Aginskoye,2028078,99,RU,1559174465,78,51.11,114.54,42.59,10.87
Saint-Georges,6295855,50,CA,1559174466,75,46.12,-70.67,57.0,5.7
Pacific Grove,5380437,1,US,1559174466,77,36.62,-121.92,80.6,9.17
Kolkwitz,6547392,0,DE,1559174466,81,50.72,11.42,48.0,9.17
Jeremie,3723593,100,HT,1559174466,79,18.65,-74.12,78.75,2.98
Ambatondrazaka,1082639,55,MG,1559174467,94,-17.82,48.43,58.36,2.39
Axim,2303611,100,GH,1559174467,86,4.87,-2.24,79.58,11.01
Naze,2337542,100,NG,1559174467,96,5.43,7.07,74.06,2.91
Berdigestyakh,2026861,9,RU,1559174467,35,62.1,126.7,55.1,11.03
Sur,286245,0,OM,1559174467,40,22.57,59.53,93.23,13.29
Nador,2541479,0,MA,1559174446,77,35.17,-2.93,68.0,8.05
Valparaiso,4927537,1,US,1559174405,77,41.47,-87.06,75.99,4.7
San Carlos de Bariloche,7647007,90,AR,1559174468,94,-41.13,-71.31,33.8,9.17
Poum,787487,3,MK,1559174468,88,41.28,20.71,46.16,1.74
Siverek,300614,0,TR,1559174468,28,37.75,39.32,73.4,9.17
Siavonga,898188,0,ZW,1559174469,61,-16.54,28.71,65.51,0.34
Eureka,5563397,75,US,1559174222,87,40.8,-124.16,60.01,10.29
Wigtown,2641528,100,GB,1559174469,98,54.87,-4.44,53.75,9.26
Deep River,5937073,20,CA,1559174470,40,46.1,-77.49,69.8,9.17
Talcahuano,3870282,90,CL,1559174470,100,-36.72,-73.12,53.6,9.17
Sistranda,3139597,40,NO,1559174470,93,63.73,8.83,44.01,4.7
Flin Flon,5954718,90,CA,1559174470,47,54.77,-101.88,55.4,11.41
Santa Cruz,5393052,1,US,1559174252,77,36.97,-122.03,80.6,9.17
Grindavik,3416888,0,IS,1559174471,70,63.84,-22.43,44.6,11.41
Channel-Port aux Basques,5919815,0,CA,1559174472,72,47.57,-59.14,47.67,11.9
Montrose,2157161,75,AU,1559174472,75,-37.81,145.34,54.0,16.11
